state,district,primary_type,district_delegates,gender,race,age,education,pop
Alabama,CD01,Primary,5,Male,Black,35-44,Less than college,9406
Alabama,CD01,Primary,5,Male,Black,45-64,College,1974
Alabama,CD01,Primary,5,Male,Black,45-64,Less than college,19292
Alabama,CD01,Primary,5,Male,Black,65+,College,1173
Alabama,CD01,Primary,5,Male,Black,65+,Less than college,7987
Alabama,CD01,Primary,5,Male,Latino,18-24,College,46
Alabama,CD01,Primary,5,Male,Latino,18-24,Less than college,972
Alabama,CD01,Primary,5,Male,Latino,25-34,College,394
Alabama,CD01,Primary,5,Male,Latino,25-34,Less than college,1638
Alabama,CD01,Primary,5,Male,Latino,35-44,College,356
Alabama,CD01,Primary,5,Male,Latino,35-44,Less than college,1440
Alabama,CD01,Primary,5,Male,Latino,45-64,College,409
Alabama,CD01,Primary,5,Male,Latino,45-64,Less than college,1775
Alabama,CD01,Primary,5,Male,Latino,65+,College,188
Alabama,CD01,Primary,5,Male,Latino,65+,Less than college,567
Alabama,CD01,Primary,5,Male,White,18-24,College,1151
Alabama,CD01,Primary,5,Male,White,18-24,Less than college,16624
Alabama,CD01,Primary,5,Male,White,25-34,College,7069
Alabama,CD01,Primary,5,Male,White,25-34,Less than college,20117
Alabama,CD01,Primary,5,Male,White,35-44,College,7150
Alabama,CD01,Primary,5,Male,White,35-44,Less than college,19787
Alabama,CD01,Primary,5,Male,White,45-64,College,15878
Alabama,CD01,Primary,5,Male,White,45-64,Less than college,47154
Alabama,CD01,Primary,5,Male,White,65+,College,13526
Alabama,CD01,Primary,5,Male,White,65+,Less than college,27984
Alabama,CD02,Primary,5,Female,Black,18-24,College,756
Alabama,CD02,Primary,5,Female,Black,18-24,Less than college,12254
Alabama,CD02,Primary,5,Female,Black,25-34,College,3710
Alabama,CD02,Primary,5,Female,Black,25-34,Less than college,13342
Alabama,CD02,Primary,5,Female,Black,35-44,College,3833
Alabama,CD02,Primary,5,Female,Black,35-44,Less than college,11797
Alabama,CD02,Primary,5,Female,Black,45-64,College,5398
Alabama,CD02,Primary,5,Female,Black,45-64,Less than college,21827
Alabama,CD02,Primary,5,Female,Black,65+,College,1643
Alabama,CD02,Primary,5,Female,Black,65+,Less than college,11191
Alabama,CD02,Primary,5,Female,Latino,18-24,College,74
Alabama,CD02,Primary,5,Female,Latino,18-24,Less than college,1006
Alabama,CD02,Primary,5,Female,Latino,25-34,College,489
Alabama,CD02,Primary,5,Female,Latino,25-34,Less than college,1469
Alabama,CD02,Primary,5,Female,Latino,35-44,College,472
Alabama,CD02,Primary,5,Female,Latino,35-44,Less than college,1213
Alabama,CD02,Primary,5,Female,Latino,45-64,College,352
Alabama,CD02,Primary,5,Female,Latino,45-64,Less than college,1191
Alabama,CD02,Primary,5,Female,Latino,65+,College,73
Alabama,CD02,Primary,5,Female,Latino,65+,Less than college,418
Alabama,CD02,Primary,5,Female,White,18-24,College,1325
Alabama,CD02,Primary,5,Female,White,18-24,Less than college,15288
Alabama,CD02,Primary,5,Female,White,25-34,College,7069
Alabama,CD02,Primary,5,Female,White,25-34,Less than college,18112
Alabama,CD02,Primary,5,Female,White,35-44,College,7809
Alabama,CD02,Primary,5,Female,White,35-44,Less than college,17124
Alabama,CD02,Primary,5,Female,White,45-64,College,15463
Alabama,CD02,Primary,5,Female,White,45-64,Less than college,44551
Alabama,CD02,Primary,5,Female,White,65+,College,8125
Alabama,CD02,Primary,5,Female,White,65+,Less than college,39437
Alabama,CD02,Primary,5,Male,Black,18-24,College,427
Alabama,CD02,Primary,5,Male,Black,18-24,Less than college,12762
Alabama,CD02,Primary,5,Male,Black,25-34,College,1622
Alabama,CD02,Primary,5,Male,Black,25-34,Less than college,13982
Alabama,CD02,Primary,5,Male,Black,35-44,College,1477
Alabama,CD02,Primary,5,Male,Black,35-44,Less than college,11237
Alabama,CD02,Primary,5,Male,Black,45-64,College,2803
Alabama,CD02,Primary,5,Male,Black,45-64,Less than college,19730
Alabama,CD02,Primary,5,Male,Black,65+,College,1340
Alabama,CD02,Primary,5,Male,Black,65+,Less than college,7636
Alabama,CD02,Primary,5,Male,Latino,18-24,College,62
Alabama,CD02,Primary,5,Male,Latino,18-24,Less than college,1382
Alabama,CD02,Primary,5,Male,Latino,25-34,College,294
Alabama,CD02,Primary,5,Male,Latino,25-34,Less than college,1877
Alabama,CD02,Primary,5,Male,Latino,35-44,College,284
Alabama,CD02,Primary,5,Male,Latino,35-44,Less than college,1596
Alabama,CD02,Primary,5,Male,Latino,45-64,College,323
Alabama,CD02,Primary,5,Male,Latino,45-64,Less than college,1681
Alabama,CD02,Primary,5,Male,Latino,65+,College,81
Alabama,CD02,Primary,5,Male,Latino,65+,Less than college,340
Alabama,CD02,Primary,5,Male,White,18-24,College,1342
Alabama,CD02,Primary,5,Male,White,18-24,Less than college,16327
Alabama,CD02,Primary,5,Male,White,25-34,College,5672
Alabama,CD02,Primary,5,Male,White,25-34,Less than college,19881
Alabama,CD02,Primary,5,Male,White,35-44,College,6037
Alabama,CD02,Primary,5,Male,White,35-44,Less than college,18679
Alabama,CD02,Primary,5,Male,White,45-64,College,15102
Alabama,CD02,Primary,5,Male,White,45-64,Less than college,43234
Alabama,CD02,Primary,5,Male,White,65+,College,11351
Alabama,CD02,Primary,5,Male,White,65+,Less than college,26310
Alabama,CD03,Primary,4,Female,Black,18-24,College,788
Alabama,CD03,Primary,4,Female,Black,18-24,Less than college,10867
Alabama,CD03,Primary,4,Female,Black,25-34,College,2877
Alabama,CD03,Primary,4,Female,Black,25-34,Less than college,10322
Alabama,CD03,Primary,4,Female,Black,35-44,College,2961
Alabama,CD03,Primary,4,Female,Black,35-44,Less than college,9640
Alabama,CD03,Primary,4,Female,Black,45-64,College,4624
Alabama,CD03,Primary,4,Female,Black,45-64,Less than college,20255
Alabama,CD03,Primary,4,Female,Black,65+,College,1574
Alabama,CD03,Primary,4,Female,Black,65+,Less than college,11014
Alabama,CD03,Primary,4,Female,Latino,18-24,College,87
Alabama,CD03,Primary,4,Female,Latino,18-24,Less than college,1049
Alabama,CD03,Primary,4,Female,Latino,25-34,College,383
Alabama,CD03,Primary,4,Female,Latino,25-34,Less than college,1207
Alabama,CD03,Primary,4,Female,Latino,35-44,College,351
Alabama,CD03,Primary,4,Female,Latino,35-44,Less than college,1001
Alabama,CD03,Primary,4,Female,Latino,45-64,College,315
Alabama,CD03,Primary,4,Female,Latino,45-64,Less than college,1209
Alabama,CD03,Primary,4,Female,Latino,65+,College,72
Alabama,CD03,Primary,4,Female,Latino,65+,Less than college,441
Alabama,CD03,Primary,4,Female,White,18-24,College,2201
Alabama,CD03,Primary,4,Female,White,18-24,Less than college,21763
Alabama,CD03,Primary,4,Female,White,25-34,College,8300
Alabama,CD03,Primary,4,Female,White,25-34,Less than college,21337
Alabama,CD03,Primary,4,Female,White,35-44,College,8557
Alabama,CD03,Primary,4,Female,White,35-44,Less than college,19959
Alabama,CD03,Primary,4,Female,White,45-64,College,16027
Alabama,CD03,Primary,4,Female,White,45-64,Less than college,50310
Alabama,CD03,Primary,4,Female,White,65+,College,8036
Alabama,CD03,Primary,4,Female,White,65+,Less than college,40283
Alabama,CD03,Primary,4,Male,Black,18-24,College,335
Alabama,CD03,Primary,4,Male,Black,18-24,Less than college,10213
Alabama,CD03,Primary,4,Male,Black,25-34,College,1347
Alabama,CD03,Primary,4,Male,Black,25-34,Less than college,10210
Alabama,CD03,Primary,4,Male,Black,35-44,College,1321
Alabama,CD03,Primary,4,Male,Black,35-44,Less than college,9097
Alabama,CD03,Primary,4,Male,Black,45-64,College,2447
Alabama,CD03,Primary,4,Male,Black,45-64,Less than college,18907
Alabama,CD03,Primary,4,Male,Black,65+,College,1110
Alabama,CD03,Primary,4,Male,Black,65+,Less than college,7526
Alabama,CD03,Primary,4,Male,Latino,18-24,College,76
Alabama,CD03,Primary,4,Male,Latino,18-24,Less than college,1402
Alabama,CD03,Primary,4,Male,Latino,25-34,College,389
Alabama,CD03,Primary,4,Male,Latino,25-34,Less than college,1795
Alabama,CD03,Primary,4,Male,Latino,35-44,College,385
Alabama,CD03,Primary,4,Male,Latino,35-44,Less than college,1617
Alabama,CD03,Primary,4,Male,Latino,45-64,College,297
Alabama,CD03,Primary,4,Male,Latino,45-64,Less than college,1395
Alabama,CD03,Primary,4,Male,Latino,65+,College,81
Alabama,CD03,Primary,4,Male,Latino,65+,Less than college,336
Alabama,CD03,Primary,4,Male,White,18-24,College,1775
Alabama,CD03,Primary,4,Male,White,18-24,Less than college,23819
Alabama,CD03,Primary,4,Male,White,25-34,College,6676
Alabama,CD03,Primary,4,Male,White,25-34,Less than college,22297
Alabama,CD03,Primary,4,Male,White,35-44,College,6948
Alabama,CD03,Primary,4,Male,White,35-44,Less than college,21079
Alabama,CD03,Primary,4,Male,White,45-64,College,14477
Alabama,CD03,Primary,4,Male,White,45-64,Less than college,49278
Alabama,CD03,Primary,4,Male,White,65+,College,9830
Alabama,CD03,Primary,4,Male,White,65+,Less than college,29352
Alabama,CD04,Primary,3,Female,Black,18-24,College,130
Alabama,CD04,Primary,3,Female,Black,18-24,Less than college,2844
Alabama,CD04,Primary,3,Female,Black,25-34,College,520
Alabama,CD04,Primary,3,Female,Black,25-34,Less than college,2590
Alabama,CD04,Primary,3,Female,Black,35-44,College,621
Alabama,CD04,Primary,3,Female,Black,35-44,Less than college,2845
Alabama,CD04,Primary,3,Female,Black,45-64,College,953
Alabama,CD04,Primary,3,Female,Black,45-64,Less than college,5541
Alabama,CD04,Primary,3,Female,Black,65+,College,380
Alabama,CD04,Primary,3,Female,Black,65+,Less than college,3282
Alabama,CD04,Primary,3,Female,Latino,18-24,College,40
Alabama,CD04,Primary,3,Female,Latino,18-24,Less than college,2292
Alabama,CD04,Primary,3,Female,Latino,25-34,College,205
Alabama,CD04,Primary,3,Female,Latino,25-34,Less than college,2687
Alabama,CD04,Primary,3,Female,Latino,35-44,College,215
Alabama,CD04,Primary,3,Female,Latino,35-44,Less than college,2581
Alabama,CD04,Primary,3,Female,Latino,45-64,College,144
Alabama,CD04,Primary,3,Female,Latino,45-64,Less than college,2201
Alabama,CD04,Primary,3,Female,Latino,65+,College,26
Alabama,CD04,Primary,3,Female,Latino,65+,Less than college,594
Alabama,CD04,Primary,3,Female,White,18-24,College,1273
Alabama,CD04,Primary,3,Female,White,18-24,Less than college,20113
Alabama,CD04,Primary,3,Female,White,25-34,College,7309
Alabama,CD04,Primary,3,Female,White,25-34,Less than college,26374
Alabama,CD04,Primary,3,Female,White,35-44,College,8087
Alabama,CD04,Primary,3,Female,White,35-44,Less than college,26844
Alabama,CD04,Primary,3,Female,White,45-64,College,15737
Alabama,CD04,Primary,3,Female,White,45-64,Less than college,66360
Alabama,CD04,Primary,3,Female,White,65+,College,8688
Alabama,CD04,Primary,3,Female,White,65+,Less than college,54338
Alabama,CD04,Primary,3,Male,Black,18-24,College,80
Alabama,CD04,Primary,3,Male,Black,18-24,Less than college,2765
Alabama,CD04,Primary,3,Male,Black,25-34,College,354
Alabama,CD04,Primary,3,Male,Black,25-34,Less than college,3012
Alabama,CD04,Primary,3,Male,Black,35-44,College,287
Alabama,CD04,Primary,3,Male,Black,35-44,Less than college,2341
Alabama,CD04,Primary,3,Male,Black,45-64,College,613
Alabama,CD04,Primary,3,Male,Black,45-64,Less than college,5098
Alabama,CD04,Primary,3,Male,Black,65+,College,321
Alabama,CD04,Primary,3,Male,Black,65+,Less than college,2148
Alabama,CD04,Primary,3,Male,Latino,18-24,College,45
Alabama,CD04,Primary,3,Male,Latino,18-24,Less than college,2637
Alabama,CD04,Primary,3,Male,Latino,25-34,College,265
Alabama,CD04,Primary,3,Male,Latino,25-34,Less than college,3794
Alabama,CD04,Primary,3,Male,Latino,35-44,College,243
Alabama,CD04,Primary,3,Male,Latino,35-44,Less than college,3330
Alabama,CD04,Primary,3,Male,Latino,45-64,College,188
Alabama,CD04,Primary,3,Male,Latino,45-64,Less than college,2627
Alabama,CD04,Primary,3,Male,Latino,65+,College,48
Alabama,CD04,Primary,3,Male,Latino,65+,Less than college,541
Alabama,CD04,Primary,3,Male,White,18-24,College,1005
Alabama,CD04,Primary,3,Male,White,18-24,Less than college,21327
Alabama,CD04,Primary,3,Male,White,25-34,College,5296
Alabama,CD04,Primary,3,Male,White,25-34,Less than college,27560
Alabama,CD04,Primary,3,Male,White,35-44,College,5599
Alabama,CD04,Primary,3,Male,White,35-44,Less than college,27898
Alabama,CD04,Primary,3,Male,White,45-64,College,13054
Alabama,CD04,Primary,3,Male,White,45-64,Less than college,66369
Alabama,CD04,Primary,3,Male,White,65+,College,9752
Alabama,CD04,Primary,3,Male,White,65+,Less than college,39900
Alabama,CD05,Primary,5,Female,Black,18-24,College,758
Alabama,CD05,Primary,5,Female,Black,18-24,Less than college,7540
Alabama,CD05,Primary,5,Female,Black,25-34,College,3074
Alabama,CD05,Primary,5,Female,Black,25-34,Less than college,7067
Alabama,CD05,Primary,5,Female,Black,35-44,College,3019
Alabama,CD05,Primary,5,Female,Black,35-44,Less than college,5560
Alabama,CD05,Primary,5,Female,Black,45-64,College,5069
Alabama,CD05,Primary,5,Female,Black,45-64,Less than college,11511
Alabama,CD05,Primary,5,Female,Black,65+,College,1263
Alabama,CD05,Primary,5,Female,Black,65+,Less than college,6035
Alabama,CD05,Primary,5,Female,Latino,18-24,College,109
Alabama,CD05,Primary,5,Female,Latino,18-24,Less than college,1665
Alabama,CD05,Primary,5,Female,Latino,25-34,College,618
Alabama,CD05,Primary,5,Female,Latino,25-34,Less than college,2178
Alabama,CD05,Primary,5,Female,Latino,35-44,College,656
Alabama,CD05,Primary,5,Female,Latino,35-44,Less than college,1853
Alabama,CD05,Primary,5,Female,Latino,45-64,College,522
Alabama,CD05,Primary,5,Female,Latino,45-64,Less than college,1819
Alabama,CD05,Primary,5,Female,Latino,65+,College,102
Alabama,CD05,Primary,5,Female,Latino,65+,Less than college,749
Alabama,CD05,Primary,5,Female,White,18-24,College,2154
Alabama,CD05,Primary,5,Female,White,18-24,Less than college,18198
Alabama,CD05,Primary,5,Female,White,25-34,College,10442
Alabama,CD05,Primary,5,Female,White,25-34,Less than college,20390
Alabama,CD05,Primary,5,Female,White,35-44,College,12090
Alabama,CD05,Primary,5,Female,White,35-44,Less than college,18913
Alabama,CD05,Primary,5,Female,White,45-64,College,26432
Alabama,CD05,Primary,5,Female,White,45-64,Less than college,50980
Alabama,CD05,Primary,5,Female,White,65+,College,10573
Alabama,CD05,Primary,5,Female,White,65+,Less than college,42911
Alabama,CD05,Primary,5,Male,Black,18-24,College,357
Alabama,CD05,Primary,5,Male,Black,18-24,Less than college,7588
Alabama,CD05,Primary,5,Male,Black,25-34,College,1929
Alabama,CD05,Primary,5,Male,Black,25-34,Less than college,7375
Alabama,CD05,Primary,5,Male,Black,35-44,College,1856
Alabama,CD05,Primary,5,Male,Black,35-44,Less than college,5750
Alabama,CD05,Primary,5,Male,Black,45-64,College,3784
Alabama,CD05,Primary,5,Male,Black,45-64,Less than college,10659
Alabama,CD05,Primary,5,Male,Black,65+,College,1327
Alabama,CD05,Primary,5,Male,Black,65+,Less than college,3593
Alabama,CD05,Primary,5,Male,Latino,18-24,College,52
Alabama,CD05,Primary,5,Male,Latino,18-24,Less than college,1979
Alabama,CD05,Primary,5,Male,Latino,25-34,College,433
Alabama,CD05,Primary,5,Male,Latino,25-34,Less than college,2980
Alabama,CD05,Primary,5,Male,Latino,35-44,College,462
Alabama,CD05,Primary,5,Male,Latino,35-44,Less than college,2583
Alabama,CD05,Primary,5,Male,Latino,45-64,College,425
Alabama,CD05,Primary,5,Male,Latino,45-64,Less than college,2156
Alabama,CD05,Primary,5,Male,Latino,65+,College,124
Alabama,CD05,Primary,5,Male,Latino,65+,Less than college,603
Alabama,CD05,Primary,5,Male,White,18-24,College,1595
Alabama,CD05,Primary,5,Male,White,18-24,Less than college,19981
Alabama,CD05,Primary,5,Male,White,25-34,College,9771
Alabama,CD05,Primary,5,Male,White,25-34,Less than college,21987
Alabama,CD05,Primary,5,Male,White,35-44,College,10934
Alabama,CD05,Primary,5,Male,White,35-44,Less than college,19937
Alabama,CD05,Primary,5,Male,White,45-64,College,28635
Alabama,CD05,Primary,5,Male,White,45-64,Less than college,47480
Alabama,CD05,Primary,5,Male,White,65+,College,16288
Alabama,CD05,Primary,5,Male,White,65+,Less than college,25965
Alabama,CD06,Primary,4,Female,Black,18-24,College,597
Alabama,CD06,Primary,4,Female,Black,18-24,Less than college,4294
Alabama,CD06,Primary,4,Female,Black,25-34,College,3930
Alabama,CD06,Primary,4,Female,Black,25-34,Less than college,5668
Alabama,CD06,Primary,4,Female,Black,35-44,College,3876
Alabama,CD06,Primary,4,Female,Black,35-44,Less than college,5457
Alabama,CD06,Primary,4,Female,Black,45-64,College,4455
Alabama,CD06,Primary,4,Female,Black,45-64,Less than college,9281
Alabama,CD06,Primary,4,Female,Black,65+,College,974
Alabama,CD06,Primary,4,Female,Black,65+,Less than college,4004
Alabama,CD06,Primary,4,Female,Latino,18-24,College,75
Alabama,CD06,Primary,4,Female,Latino,18-24,Less than college,1368
Alabama,CD06,Primary,4,Female,Latino,25-34,College,502
Alabama,CD06,Primary,4,Female,Latino,25-34,Less than college,1838
Alabama,CD06,Primary,4,Female,Latino,35-44,College,572
Alabama,CD06,Primary,4,Female,Latino,35-44,Less than college,2045
Alabama,CD06,Primary,4,Female,Latino,45-64,College,388
Alabama,CD06,Primary,4,Female,Latino,45-64,Less than college,2053
Alabama,CD06,Primary,4,Female,Latino,65+,College,58
Alabama,CD06,Primary,4,Female,Latino,65+,Less than college,605
Alabama,CD06,Primary,4,Female,White,18-24,College,2962
Alabama,CD06,Primary,4,Female,White,18-24,Less than college,17135
Alabama,CD06,Primary,4,Female,White,25-34,College,15446
Alabama,CD06,Primary,4,Female,White,25-34,Less than college,17916
Alabama,CD06,Primary,4,Female,White,35-44,College,16105
Alabama,CD06,Primary,4,Female,White,35-44,Less than college,18236
Alabama,CD06,Primary,4,Female,White,45-64,College,28938
Alabama,CD06,Primary,4,Female,White,45-64,Less than college,48491
Alabama,CD06,Primary,4,Female,White,65+,College,12771
Alabama,CD06,Primary,4,Female,White,65+,Less than college,42227
Alabama,CD06,Primary,4,Male,Black,18-24,College,243
Alabama,CD06,Primary,4,Male,Black,18-24,Less than college,5447
Alabama,CD06,Primary,4,Male,Black,25-34,College,1801
Alabama,CD06,Primary,4,Male,Black,25-34,Less than college,6432
Alabama,CD06,Primary,4,Male,Black,35-44,College,1860
Alabama,CD06,Primary,4,Male,Black,35-44,Less than college,5772
Alabama,CD06,Primary,4,Male,Black,45-64,College,2619
Alabama,CD06,Primary,4,Male,Black,45-64,Less than college,9340
Alabama,CD06,Primary,4,Male,Black,65+,College,886
Alabama,CD06,Primary,4,Male,Black,65+,Less than college,2835
Alabama,CD06,Primary,4,Male,Latino,18-24,College,46
Alabama,CD06,Primary,4,Male,Latino,18-24,Less than college,1548
Alabama,CD06,Primary,4,Male,Latino,25-34,College,475
Alabama,CD06,Primary,4,Male,Latino,25-34,Less than college,2558
Alabama,CD06,Primary,4,Male,Latino,35-44,College,496
Alabama,CD06,Primary,4,Male,Latino,35-44,Less than college,2325
Alabama,CD06,Primary,4,Male,Latino,45-64,College,414
Alabama,CD06,Primary,4,Male,Latino,45-64,Less than college,2227
Alabama,CD06,Primary,4,Male,Latino,65+,College,99
Alabama,CD06,Primary,4,Male,Latino,65+,Less than college,481
Alabama,CD06,Primary,4,Male,White,18-24,College,1779
Alabama,CD06,Primary,4,Male,White,18-24,Less than college,18006
Alabama,CD06,Primary,4,Male,White,25-34,College,12234
Alabama,CD06,Primary,4,Male,White,25-34,Less than college,19704
Alabama,CD06,Primary,4,Male,White,35-44,College,14095
Alabama,CD06,Primary,4,Male,White,35-44,Less than college,19733
Alabama,CD06,Primary,4,Male,White,45-64,College,28130
Alabama,CD06,Primary,4,Male,White,45-64,Less than college,45264
Alabama,CD06,Primary,4,Male,White,65+,College,17268
Alabama,CD06,Primary,4,Male,White,65+,Less than college,24943
Alabama,CD07,Primary,8,Female,Black,18-24,College,1460
Alabama,CD07,Primary,8,Female,Black,18-24,Less than college,23629
Alabama,CD07,Primary,8,Female,Black,25-34,College,6578
Alabama,CD07,Primary,8,Female,Black,25-34,Less than college,24282
Alabama,CD07,Primary,8,Female,Black,35-44,College,5708
Alabama,CD07,Primary,8,Female,Black,35-44,Less than college,22506
Alabama,CD07,Primary,8,Female,Black,45-64,College,10719
Alabama,CD07,Primary,8,Female,Black,45-64,Less than college,51126
Alabama,CD07,Primary,8,Female,Black,65+,College,4596
Alabama,CD07,Primary,8,Female,Black,65+,Less than college,29406
Alabama,CD07,Primary,8,Female,Latino,18-24,College,69
Alabama,CD07,Primary,8,Female,Latino,18-24,Less than college,1244
Alabama,CD07,Primary,8,Female,Latino,25-34,College,345
Alabama,CD07,Primary,8,Female,Latino,25-34,Less than college,1412
Alabama,CD07,Primary,8,Female,Latino,35-44,College,217
Alabama,CD07,Primary,8,Female,Latino,35-44,Less than college,950
Alabama,CD07,Primary,8,Female,Latino,45-64,College,208
Alabama,CD07,Primary,8,Female,Latino,45-64,Less than college,1101
Alabama,CD07,Primary,8,Female,Latino,65+,College,40
Alabama,CD07,Primary,8,Female,Latino,65+,Less than college,286
Alabama,CD07,Primary,8,Female,White,18-24,College,1663
Alabama,CD07,Primary,8,Female,White,18-24,Less than college,13954
Alabama,CD07,Primary,8,Female,White,25-34,College,5221
Alabama,CD07,Primary,8,Female,White,25-34,Less than college,9993
Alabama,CD07,Primary,8,Female,White,35-44,College,3556
Alabama,CD07,Primary,8,Female,White,35-44,Less than college,7271
Alabama,CD07,Primary,8,Female,White,45-64,College,7878
Alabama,CD07,Primary,8,Female,White,45-64,Less than college,19487
Alabama,CD07,Primary,8,Female,White,65+,College,5481
Alabama,CD07,Primary,8,Female,White,65+,Less than college,18184
Alabama,CD07,Primary,8,Male,Black,18-24,College,718
Alabama,CD07,Primary,8,Male,Black,18-24,Less than college,21960
Alabama,CD07,Primary,8,Male,Black,25-34,College,3659
Alabama,CD07,Primary,8,Male,Black,25-34,Less than college,22556
Alabama,CD07,Primary,8,Male,Black,35-44,College,2539
Alabama,CD07,Primary,8,Male,Black,35-44,Less than college,19858
Alabama,CD07,Primary,8,Male,Black,45-64,College,4453
Alabama,CD07,Primary,8,Male,Black,45-64,Less than college,42250
Alabama,CD07,Primary,8,Male,Black,65+,College,2492
Alabama,CD07,Primary,8,Male,Black,65+,Less than college,19396
Alabama,CD07,Primary,8,Male,Latino,18-24,College,42
Alabama,CD07,Primary,8,Male,Latino,18-24,Less than college,1249
Alabama,CD07,Primary,8,Male,Latino,25-34,College,316
Alabama,CD07,Primary,8,Male,Latino,25-34,Less than college,1890
Alabama,CD07,Primary,8,Male,Latino,35-44,College,196
Alabama,CD07,Primary,8,Male,Latino,35-44,Less than college,1485
Alabama,CD07,Primary,8,Male,Latino,45-64,College,141
Alabama,CD07,Primary,8,Male,Latino,45-64,Less than college,1298
Alabama,CD07,Primary,8,Male,Latino,65+,College,44
Alabama,CD07,Primary,8,Male,Latino,65+,Less than college,328
Alabama,CD07,Primary,8,Male,White,18-24,College,1591
Alabama,CD07,Primary,8,Male,White,18-24,Less than college,14400
Alabama,CD07,Primary,8,Male,White,25-34,College,5563
Alabama,CD07,Primary,8,Male,White,25-34,Less than college,10146
Alabama,CD07,Primary,8,Male,White,35-44,College,3567
Alabama,CD07,Primary,8,Male,White,35-44,Less than college,8256
Alabama,CD07,Primary,8,Male,White,45-64,College,7229
Alabama,CD07,Primary,8,Male,White,45-64,Less than college,20292
Alabama,CD07,Primary,8,Male,White,65+,College,5412
Alabama,CD07,Primary,8,Male,White,65+,Less than college,12465
Alaska,At-large,Primary,15,Female,Black,18-24,College,67
Alaska,At-large,Primary,15,Female,Black,18-24,Less than college,1113
Alaska,At-large,Primary,15,Female,Black,25-34,College,421
Alaska,At-large,Primary,15,Female,Black,25-34,Less than college,1352
Alaska,At-large,Primary,15,Female,Black,35-44,College,377
Alaska,At-large,Primary,15,Female,Black,35-44,Less than college,973
Alaska,At-large,Primary,15,Female,Black,45-64,College,617
Alaska,At-large,Primary,15,Female,Black,45-64,Less than college,1941
Alaska,At-large,Primary,15,Female,Black,65+,College,183
Alaska,At-large,Primary,15,Female,Black,65+,Less than college,671
Alaska,At-large,Primary,15,Female,Latino,18-24,College,133
Alaska,At-large,Primary,15,Female,Latino,18-24,Less than college,2948
Alaska,At-large,Primary,15,Female,Latino,25-34,College,813
Alaska,At-large,Primary,15,Female,Latino,25-34,Less than college,3488
Alaska,At-large,Primary,15,Female,Latino,35-44,College,701
Alaska,At-large,Primary,15,Female,Latino,35-44,Less than college,2418
Alaska,At-large,Primary,15,Female,Latino,45-64,College,751
Alaska,At-large,Primary,15,Female,Latino,45-64,Less than college,3158
Alaska,At-large,Primary,15,Female,Latino,65+,College,215
Alaska,At-large,Primary,15,Female,Latino,65+,Less than college,1056
Alaska,At-large,Primary,15,Female,White,18-24,College,1455
Alaska,At-large,Primary,15,Female,White,18-24,Less than college,15096
Alaska,At-large,Primary,15,Female,White,25-34,College,10908
Alaska,At-large,Primary,15,Female,White,25-34,Less than college,21911
Alaska,At-large,Primary,15,Female,White,35-44,College,10451
Alaska,At-large,Primary,15,Female,White,35-44,Less than college,16884
Alaska,At-large,Primary,15,Female,White,45-64,College,20806
Alaska,At-large,Primary,15,Female,White,45-64,Less than college,40974
Alaska,At-large,Primary,15,Female,White,65+,College,8581
