candidate,state,total_votes,demo_group,demo,group_pct,cand_pct
buttigieg,Iowa,176352,ideology,Very liberal,0.25,0.12
klobuchar,Iowa,176352,ideology,Very liberal,0.25,0.07
sanders,Iowa,176352,ideology,Very liberal,0.25,0.43
steyer,Iowa,176352,ideology,Very liberal,0.25,0.01
warren,Iowa,176352,ideology,Very liberal,0.25,0.28
yang,Iowa,176352,ideology,Very liberal,0.25,0.04
biden,Iowa,176352,ideology,Somewhat liberal,0.42,0.16
bloomberg,Iowa,176352,ideology,Somewhat liberal,0.42,0
buttigieg,Iowa,176352,ideology,Somewhat liberal,0.42,0.27
klobuchar,Iowa,176352,ideology,Somewhat liberal,0.42,0.12
sanders,Iowa,176352,ideology,Somewhat liberal,0.42,0.19
steyer,Iowa,176352,ideology,Somewhat liberal,0.42,0.01
warren,Iowa,176352,ideology,Somewhat liberal,0.42,0.16
yang,Iowa,176352,ideology,Somewhat liberal,0.42,0.06
biden,Iowa,176352,ideology,Moderate/conservative,0.32,0.25
bloomberg,Iowa,176352,ideology,Moderate/conservative,0.32,0
buttigieg,Iowa,176352,ideology,Moderate/conservative,0.32,0.25
klobuchar,Iowa,176352,ideology,Moderate/conservative,0.32,0.19
sanders,Iowa,176352,ideology,Moderate/conservative,0.32,0.11
steyer,Iowa,176352,ideology,Moderate/conservative,0.32,0.03
warren,Iowa,176352,ideology,Moderate/conservative,0.32,0.07
yang,Iowa,176352,ideology,Moderate/conservative,0.32,0.07
biden,Iowa,176352,prior_primary,Voted before,0.63,0.21
bloomberg,Iowa,176352,prior_primary,Voted before,0.63,0
buttigieg,Iowa,176352,prior_primary,Voted before,0.63,0.21
klobuchar,Iowa,176352,prior_primary,Voted before,0.63,0.15
sanders,Iowa,176352,prior_primary,Voted before,0.63,0.18
steyer,Iowa,176352,prior_primary,Voted before,0.63,0.02
warren,Iowa,176352,prior_primary,Voted before,0.63,0.17
yang,Iowa,176352,prior_primary,Voted before,0.63,0.04
biden,Iowa,176352,prior_primary,First-time,0.37,0.08
bloomberg,Iowa,176352,prior_primary,First-time,0.37,0
buttigieg,Iowa,176352,prior_primary,First-time,0.37,0.25
klobuchar,Iowa,176352,prior_primary,First-time,0.37,0.08
sanders,Iowa,176352,prior_primary,First-time,0.37,0.31
steyer,Iowa,176352,prior_primary,First-time,0.37,0.02
warren,Iowa,176352,prior_primary,First-time,0.37,0.14
yang,Iowa,176352,prior_primary,First-time,0.37,0.09
biden,Iowa,176352,mfa,Support,0.57,0.08
bloomberg,Iowa,176352,mfa,Support,0.57,0
buttigieg,Iowa,176352,mfa,Support,0.57,0.16
klobuchar,Iowa,176352,mfa,Support,0.57,0.08
sanders,Iowa,176352,mfa,Support,0.57,0.36
steyer,Iowa,176352,mfa,Support,0.57,0.02
warren,Iowa,176352,mfa,Support,0.57,0.23
yang,Iowa,176352,mfa,Support,0.57,0.06
biden,Iowa,176352,mfa,Oppose,0.38,0.27
bloomberg,Iowa,176352,mfa,Oppose,0.38,0
buttigieg,Iowa,176352,mfa,Oppose,0.38,0.33
klobuchar,Iowa,176352,mfa,Oppose,0.38,0.18
sanders,Iowa,176352,mfa,Oppose,0.38,0.04
steyer,Iowa,176352,mfa,Oppose,0.38,0.02
warren,Iowa,176352,mfa,Oppose,0.38,0.07
yang,Iowa,176352,mfa,Oppose,0.38,0.06
biden,Iowa,176352,priority,Agrees on issues,0.37,0.05
bloomberg,Iowa,176352,priority,Agrees on issues,0.37,0
buttigieg,Iowa,176352,priority,Agrees on issues,0.37,0.21
klobuchar,Iowa,176352,priority,Agrees on issues,0.37,0.07
sanders,Iowa,176352,priority,Agrees on issues,0.37,0.36
steyer,Iowa,176352,priority,Agrees on issues,0.37,0.02
warren,Iowa,176352,priority,Agrees on issues,0.37,0.17
yang,Iowa,176352,priority,Agrees on issues,0.37,0.08
biden,Iowa,176352,priority,Can beat Trump,0.61,0.23
bloomberg,Iowa,176352,priority,Can beat Trump,0.61,0
buttigieg,Iowa,176352,priority,Can beat Trump,0.61,0.24
klobuchar,Iowa,176352,priority,Can beat Trump,0.61,0.16
sanders,Iowa,176352,priority,Can beat Trump,0.61,0.15
steyer,Iowa,176352,priority,Can beat Trump,0.61,0.02
warren,Iowa,176352,priority,Can beat Trump,0.61,0.16
yang,Iowa,176352,priority,Can beat Trump,0.61,0.04
biden,Iowa,176352,urbanicity,Urban,0.34,0.12
bloomberg,Iowa,176352,urbanicity,Urban,0.34,0
buttigieg,Iowa,176352,urbanicity,Urban,0.34,0.21
klobuchar,Iowa,176352,urbanicity,Urban,0.34,0.12
sanders,Iowa,176352,urbanicity,Urban,0.34,0.25
steyer,Iowa,176352,urbanicity,Urban,0.34,0.01
warren,Iowa,176352,urbanicity,Urban,0.34,0.2
yang,Iowa,176352,urbanicity,Urban,0.34,0.06
biden,Iowa,176352,urbanicity,Suburban,0.28,0.21
bloomberg,Iowa,176352,urbanicity,Suburban,0.28,0
buttigieg,Iowa,176352,urbanicity,Suburban,0.28,0.23
klobuchar,Iowa,176352,urbanicity,Suburban,0.28,0.1
sanders,Iowa,176352,urbanicity,Suburban,0.28,0.25
steyer,Iowa,176352,urbanicity,Suburban,0.28,0.02
warren,Iowa,176352,urbanicity,Suburban,0.28,0.13
yang,Iowa,176352,urbanicity,Suburban,0.28,0.04
biden,Iowa,176352,urbanicity,Rural,0.39,0.16
bloomberg,Iowa,176352,urbanicity,Rural,0.39,0
buttigieg,Iowa,176352,urbanicity,Rural,0.39,0.23
klobuchar,Iowa,176352,urbanicity,Rural,0.39,0.15
sanders,Iowa,176352,urbanicity,Rural,0.39,0.19
steyer,Iowa,176352,urbanicity,Rural,0.39,0.02
warren,Iowa,176352,urbanicity,Rural,0.39,0.16
yang,Iowa,176352,urbanicity,Rural,0.39,0.07
biden,New Hampshire,298523,gender,Male,0.43,0.08
bloomberg,New Hampshire,298523,gender,Male,0.43,0
buttigieg,New Hampshire,298523,gender,Male,0.43,0.22
klobuchar,New Hampshire,298523,gender,Male,0.43,0.17
sanders,New Hampshire,298523,gender,Male,0.43,0.31
steyer,New Hampshire,298523,gender,Male,0.43,0.04
warren,New Hampshire,298523,gender,Male,0.43,0.07
yang,New Hampshire,298523,gender,Male,0.43,0.03
biden,New Hampshire,298523,gender,Female,0.57,0.08
bloomberg,New Hampshire,298523,gender,Female,0.57,0
buttigieg,New Hampshire,298523,gender,Female,0.57,0.25
klobuchar,New Hampshire,298523,gender,Female,0.57,0.23
sanders,New Hampshire,298523,gender,Female,0.57,0.23
steyer,New Hampshire,298523,gender,Female,0.57,0.03
warren,New Hampshire,298523,gender,Female,0.57,0.1
yang,New Hampshire,298523,gender,Female,0.57,0.02
biden,New Hampshire,298523,race,White,0.89,0.08
bloomberg,New Hampshire,298523,race,White,0.89,0
buttigieg,New Hampshire,298523,race,White,0.89,0.25
klobuchar,New Hampshire,298523,race,White,0.89,0.21
sanders,New Hampshire,298523,race,White,0.89,0.25
steyer,New Hampshire,298523,race,White,0.89,0.04
warren,New Hampshire,298523,race,White,0.89,0.09
yang,New Hampshire,298523,race,White,0.89,0.03
biden,New Hampshire,298523,race,Black,0.03,
bloomberg,New Hampshire,298523,race,Black,0.03,
buttigieg,New Hampshire,298523,race,Black,0.03,
klobuchar,New Hampshire,298523,race,Black,0.03,
sanders,New Hampshire,298523,race,Black,0.03,
steyer,New Hampshire,298523,race,Black,0.03,
warren,New Hampshire,298523,race,Black,0.03,
yang,New Hampshire,298523,race,Black,0.03,
biden,New Hampshire,298523,race,Latino,0.05,0.08
bloomberg,New Hampshire,298523,race,Latino,0.05,0
buttigieg,New Hampshire,298523,race,Latino,0.05,0.16
klobuchar,New Hampshire,298523,race,Latino,0.05,0.16
sanders,New Hampshire,298523,race,Latino,0.05,0.39
steyer,New Hampshire,298523,race,Latino,0.05,0.04
warren,New Hampshire,298523,race,Latino,0.05,0.05
yang,New Hampshire,298523,race,Latino,0.05,0.05
biden,New Hampshire,298523,race,All nonwhite,0.11,0.12
bloomberg,New Hampshire,298523,race,All nonwhite,0.11,0
buttigieg,New Hampshire,298523,race,All nonwhite,0.11,0.18
klobuchar,New Hampshire,298523,race,All nonwhite,0.11,0.11
sanders,New Hampshire,298523,race,All nonwhite,0.11,0.36
steyer,New Hampshire,298523,race,All nonwhite,0.11,0.03
warren,New Hampshire,298523,race,All nonwhite,0.11,0.07
yang,New Hampshire,298523,race,All nonwhite,0.11,0.05
biden,New Hampshire,298523,age,17-29,0.13,0.04
bloomberg,New Hampshire,298523,age,17-29,0.13,0
buttigieg,New Hampshire,298523,age,17-29,0.13,0.2
klobuchar,New Hampshire,298523,age,17-29,0.13,0.05
sanders,New Hampshire,298523,age,17-29,0.13,0.47
steyer,New Hampshire,298523,age,17-29,0.13,0.04
warren,New Hampshire,298523,age,17-29,0.13,0.07
yang,New Hampshire,298523,age,17-29,0.13,0.07
biden,New Hampshire,298523,age,30-44,0.22,0.05
bloomberg,New Hampshire,298523,age,30-44,0.22,0
buttigieg,New Hampshire,298523,age,30-44,0.22,0.22
klobuchar,New Hampshire,298523,age,30-44,0.22,0.09
sanders,New Hampshire,298523,age,30-44,0.22,0.39
steyer,New Hampshire,298523,age,30-44,0.22,0.02
warren,New Hampshire,298523,age,30-44,0.22,0.12
yang,New Hampshire,298523,age,30-44,0.22,0.04
biden,New Hampshire,298523,age,45-64,0.39,0.08
bloomberg,New Hampshire,298523,age,45-64,0.39,0
buttigieg,New Hampshire,298523,age,45-64,0.39,0.27
klobuchar,New Hampshire,298523,age,45-64,0.39,0.24
sanders,New Hampshire,298523,age,45-64,0.39,0.2
steyer,New Hampshire,298523,age,45-64,0.39,0.04
warren,New Hampshire,298523,age,45-64,0.39,0.09
yang,New Hampshire,298523,age,45-64,0.39,0.02
biden,New Hampshire,298523,age,65+,0.26,0.12
bloomberg,New Hampshire,298523,age,65+,0.26,0
buttigieg,New Hampshire,298523,age,65+,0.26,0.24
klobuchar,New Hampshire,298523,age,65+,0.26,0.31
sanders,New Hampshire,298523,age,65+,0.26,0.15
steyer,New Hampshire,298523,age,65+,0.26,0.04
warren,New Hampshire,298523,age,65+,0.26,0.09
yang,New Hampshire,298523,age,65+,0.26,0.01
biden,New Hampshire,298523,education,College,0.54,0.07
bloomberg,New Hampshire,298523,education,College,0.54,0
buttigieg,New Hampshire,298523,education,College,0.54,0.24
klobuchar,New Hampshire,298523,education,College,0.54,0.25
sanders,New Hampshire,298523,education,College,0.54,0.23
steyer,New Hampshire,298523,education,College,0.54,0.02
warren,New Hampshire,298523,education,College,0.54,0.12
yang,New Hampshire,298523,education,College,0.54,0.02
biden,New Hampshire,298523,education,No college,0.46,0.1
bloomberg,New Hampshire,298523,education,No college,0.46,0
buttigieg,New Hampshire,298523,education,No college,0.46,0.24
klobuchar,New Hampshire,298523,education,No college,0.46,0.14
sanders,New Hampshire,298523,education,No college,0.46,0.31
steyer,New Hampshire,298523,education,No college,0.46,0.05
warren,New Hampshire,298523,education,No college,0.46,0.06
yang,New Hampshire,298523,education,No college,0.46,0.03
biden,New Hampshire,298523,education_race,College / white,0.47,0.06
bloomberg,New Hampshire,298523,education_race,College / white,0.47,0
buttigieg,New Hampshire,298523,education_race,College / white,0.47,0.25
klobuchar,New Hampshire,298523,education_race,College / white,0.47,0.27
sanders,New Hampshire,298523,education_race,College / white,0.47,0.21
steyer,New Hampshire,298523,education_race,College / white,0.47,0.03
warren,New Hampshire,298523,education_race,College / white,0.47,0.12
yang,New Hampshire,298523,education_race,College / white,0.47,0.02
biden,New Hampshire,298523,education_race,No college / white,0.42,0.09
bloomberg,New Hampshire,298523,education_race,No college / white,0.42,0
buttigieg,New Hampshire,298523,education_race,No college / white,0.42,0.25
klobuchar,New Hampshire,298523,education_race,No college / white,0.42,0.15
sanders,New Hampshire,298523,education_race,No college / white,0.42,0.3
steyer,New Hampshire,298523,education_race,No college / white,0.42,0.05
warren,New Hampshire,298523,education_race,No college / white,0.42,0.06
yang,New Hampshire,298523,education_race,No college / white,0.42,0.03
biden,New Hampshire,298523,education_race,College / nonwhite,0.07,0.11
bloomberg,New Hampshire,298523,education_race,College / nonwhite,0.07,0
buttigieg,New Hampshire,298523,education_race,College / nonwhite,0.07,0.21
klobuchar,New Hampshire,298523,education_race,College / nonwhite,0.07,0.13
sanders,New Hampshire,298523,education_race,College / nonwhite,0.07,0.34
steyer,New Hampshire,298523,education_race,College / nonwhite,0.07,0.02
warren,New Hampshire,298523,education_race,College / nonwhite,0.07,0.1
yang,New Hampshire,298523,education_race,College / nonwhite,0.07,0.04
biden,New Hampshire,298523,education_race,No college / nonwhite,0.04,0.14
bloomberg,New Hampshire,298523,education_race,No college / nonwhite,0.04,0
buttigieg,New Hampshire,298523,education_race,No college / nonwhite,0.04,0.14
klobuchar,New Hampshire,298523,education_race,No college / nonwhite,0.04,0.08
sanders,New Hampshire,298523,education_race,No college / nonwhite,0.04,0.38
steyer,New Hampshire,298523,education_race,No college / nonwhite,0.04,0.05
warren,New Hampshire,298523,education_race,No college / nonwhite,0.04,0.02
yang,New Hampshire,298523,education_race,No college / nonwhite,0.04,0.05
biden,New Hampshire,298523,education_race_gender,College / white / female,0.27,0.06
bloomberg,New Hampshire,298523,education_race_gender,College / white / female,0.27,0
buttigieg,New Hampshire,298523,education_race_gender,College / white / female,0.27,0.25
klobuchar,New Hampshire,298523,education_race_gender,College / white / female,0.27,0.3
sanders,New Hampshire,298523,education_race_gender,College / white / female,0.27,0.18
steyer,New Hampshire,298523,education_race_gender,College / white / female,0.27,0.01
warren,New Hampshire,298523,education_race_gender,College / white / female,0.27,0.15
yang,New Hampshire,298523,education_race_gender,College / white / female,0.27,0.02
biden,New Hampshire,298523,education_race_gender,No college / white / female,0.24,0.09
bloomberg,New Hampshire,298523,education_race_gender,No college / white / female,0.24,0
buttigieg,New Hampshire,298523,education_race_gender,No college / white / female,0.24,0.28
klobuchar,New Hampshire,298523,education_race_gender,No college / white / female,0.24,0.18
sanders,New Hampshire,298523,education_race_gender,No college / white / female,0.24,0.26
steyer,New Hampshire,298523,education_race_gender,No college / white / female,0.24,0.05
warren,New Hampshire,298523,education_race_gender,No college / white / female,0.24,0.07
yang,New Hampshire,298523,education_race_gender,No college / white / female,0.24,0.02
biden,New Hampshire,298523,education_race_gender,College / white / male,0.2,0.05
bloomberg,New Hampshire,298523,education_race_gender,College / white / male,0.2,0
buttigieg,New Hampshire,298523,education_race_gender,College / white / male,0.2,0.24
klobuchar,New Hampshire,298523,education_race_gender,College / white / male,0.2,0.23
sanders,New Hampshire,298523,education_race_gender,College / white / male,0.2,0.24
steyer,New Hampshire,298523,education_race_gender,College / white / male,0.2,0.04
warren,New Hampshire,298523,education_race_gender,College / white / male,0.2,0.09
yang,New Hampshire,298523,education_race_gender,College / white / male,0.2,0.03
biden,New Hampshire,298523,education_race_gender,No college / white / male,0.18,0.1
bloomberg,New Hampshire,298523,education_race_gender,No college / white / male,0.18,0
buttigieg,New Hampshire,298523,education_race_gender,No college / white / male,0.18,0.22
klobuchar,New Hampshire,298523,education_race_gender,No college / white / male,0.18,0.12
sanders,New Hampshire,298523,education_race_gender,No college / white / male,0.18,0.36
steyer,New Hampshire,298523,education_race_gender,No college / white / male,0.18,0.04
warren,New Hampshire,298523,education_race_gender,No college / white / male,0.18,0.06
yang,New Hampshire,298523,education_race_gender,No college / white / male,0.18,0.04
biden,New Hampshire,298523,ideology,Very liberal,0.21,0.04
bloomberg,New Hampshire,298523,ideology,Very liberal,0.21,0
buttigieg,New Hampshire,298523,ideology,Very liberal,0.21,0.16
klobuchar,New Hampshire,298523,ideology,Very liberal,0.21,0.1
sanders,New Hampshire,298523,ideology,Very liberal,0.21,0.46
steyer,New Hampshire,298523,ideology,Very liberal,0.21,0.01
warren,New Hampshire,298523,ideology,Very liberal,0.21,0.19
yang,New Hampshire,298523,ideology,Very liberal,0.21,0.03
biden,New Hampshire,298523,ideology,Somewhat liberal,0.4,0.08
bloomberg,New Hampshire,298523,ideology,Somewhat liberal,0.4,0
buttigieg,New Hampshire,298523,ideology,Somewhat liberal,0.4,0.25
klobuchar,New Hampshire,298523,ideology,Somewhat liberal,0.4,0.2
sanders,New Hampshire,298523,ideology,Somewhat liberal,0.4,0.26
steyer,New Hampshire,298523,ideology,Somewhat liberal,0.4,0.05
warren,New Hampshire,298523,ideology,Somewhat liberal,0.4,0.1
yang,New Hampshire,298523,ideology,Somewhat liberal,0.4,0.03
biden,New Hampshire,298523,ideology,Moderate/conservative,0.39,0.11
bloomberg,New Hampshire,298523,ideology,Moderate/conservative,0.39,0
buttigieg,New Hampshire,298523,ideology,Moderate/conservative,0.39,0.26
klobuchar,New Hampshire,298523,ideology,Moderate/conservative,0.39,0.26
sanders,New Hampshire,298523,ideology,Moderate/conservative,0.39,0.16
steyer,New Hampshire,298523,ideology,Moderate/conservative,0.39,0.04
warren,New Hampshire,298523,ideology,Moderate/conservative,0.39,0.03
yang,New Hampshire,298523,ideology,Moderate/conservative,0.39,0.03
biden,New Hampshire,298523,prior_primary,Voted before,0.86,0.09
bloomberg,New Hampshire,298523,prior_primary,Voted before,0.86,0
buttigieg,New Hampshire,298523,prior_primary,Voted before,0.86,0.23
klobuchar,New Hampshire,298523,prior_primary,Voted before,0.86,0.22
sanders,New Hampshire,298523,prior_primary,Voted before,0.86,0.26
steyer,New Hampshire,298523,prior_primary,Voted before,0.86,0.03
warren,New Hampshire,298523,prior_primary,Voted before,0.86,0.09
yang,New Hampshire,298523,prior_primary,Voted before,0.86,0.02
biden,New Hampshire,298523,prior_primary,First-time,0.13,0.06
bloomberg,New Hampshire,298523,prior_primary,First-time,0.13,0
buttigieg,New Hampshire,298523,prior_primary,First-time,0.13,0.25
klobuchar,New Hampshire,298523,prior_primary,First-time,0.13,0.14
sanders,New Hampshire,298523,prior_primary,First-time,0.13,0.29
steyer,New Hampshire,298523,prior_primary,First-time,0.13,0.04
warren,New Hampshire,298523,prior_primary,First-time,0.13,0.05
yang,New Hampshire,298523,prior_primary,First-time,0.13,0.07
biden,New Hampshire,298523,mfa,Support,0.58,0.05
bloomberg,New Hampshire,298523,mfa,Support,0.58,0
buttigieg,New Hampshire,298523,mfa,Support,0.58,0.21
klobuchar,New Hampshire,298523,mfa,Support,0.58,0.12
sanders,New Hampshire,298523,mfa,Support,0.58,0.39
steyer,New Hampshire,298523,mfa,Support,0.58,0.03
warren,New Hampshire,298523,mfa,Support,0.58,0.13
yang,New Hampshire,298523,mfa,Support,0.58,0.03
biden,New Hampshire,298523,mfa,Oppose,0.37,0.12
bloomberg,New Hampshire,298523,mfa,Oppose,0.37,0
buttigieg,New Hampshire,298523,mfa,Oppose,0.37,0.3
klobuchar,New Hampshire,298523,mfa,Oppose,0.37,0.29
sanders,New Hampshire,298523,mfa,Oppose,0.37,0.09
steyer,New Hampshire,298523,mfa,Oppose,0.37,0.04
warren,New Hampshire,298523,mfa,Oppose,0.37,0.04
yang,New Hampshire,298523,mfa,Oppose,0.37,0.02
biden,New Hampshire,298523,priority,Agrees on issues,0.33,0.04
bloomberg,New Hampshire,298523,priority,Agrees on issues,0.33,0
buttigieg,New Hampshire,298523,priority,Agrees on issues,0.33,0.2
klobuchar,New Hampshire,298523,priority,Agrees on issues,0.33,0.15
sanders,New Hampshire,298523,priority,Agrees on issues,0.33,0.38
steyer,New Hampshire,298523,priority,Agrees on issues,0.33,0.03
warren,New Hampshire,298523,priority,Agrees on issues,0.33,0.06
yang,New Hampshire,298523,priority,Agrees on issues,0.33,0.05
biden,New Hampshire,298523,priority,Can beat Trump,0.63,0.1
bloomberg,New Hampshire,298523,priority,Can beat Trump,0.63,0
buttigieg,New Hampshire,298523,priority,Can beat Trump,0.63,0.28
